rootId:ID,root,transliteration,:LABEL,descriptionTr,descriptionEn,translationTr,translationEn
675,"غزو","gzw","Root","to go forth on a campaign, go to war, will, desire, sought, aim at, intended it; went forth or engaged in warring or plundering; intended sense or meaning; a woman whose husband is absent [to war]; make excursion against, a she-camel whose impregnation is difficult.","","savaşa çıktıkları","fighting"
676,"لين","lyn","Root","","","yumuşar","relax"
677,"فظظ","fZZ","Root","to be rough, rude, hardhearted, harsh, unmanly, severe.","","kaba","rude"
678,"غلظ","glZ","Root","thick, gross, bulky, coarse, rough, hardness/rigid, strength, stern, vehemence, severe.","","kaba","stern"
679,"خذل","xpl","Root","Neglect/abstain from aiding or assisting someone, hold back from another, leave/forsake/desert someone, to fail in helping/aiding someone, hold back from going with someone, hinder/prevent one from aiding another.","","yüzüstü bırakandır","forsaken"
680,"غلل","gll","Root","to conceal, insert one thing in another, fraud, deceive, clad with, put upon, burning with thirst, became unfaithful, collar, shackle, fetter/bind, a thing in which one hides himself, dishonesty, insincerity, hidden hatred, revenue from the land","","kin-","malice"
681,"سخط","sxT","Root","","","hışmına","angered"
682,"لحق","lHq","Root","To overtake, reach, attain, catch up, cleave, join, become or made himself on a par, ensue, affiliate, coherent with.","","kattık","joined"
683,"حظظ","HZZ","Root","To be in good circumstances, to be fortunate, to be rich/wealthy/opulent, possess competence or sufficiency, in no need, without wants or with few wants, prefer one person above another.","","payı","share"
684,"ملو","mlw","Root","","","uzun süre","are dictated"
685,"ميز","myz","Root","To set apart or away or aside a thing, remove or seperate a thing, to sever, distinguish/discriminate/discern/distinct, burst asunder, withdraw from a thing, to shift or quit.","","çatlayacak","bursts"
686,"طلع","TlE","Root","to ascend/rise, go up, learn, come on, come towards anyone, start from, climb upon, reach, sprout, notice, look, seek, examine, expose, explain, appear, inform, occur, consider, know. tal'un - the spathe or sheath in which the flowers of the date palm are enclosed, also the fruit when it first appears, fruit, ranged dates. tuluu - rising. matla'un - twilight of rising (of sun). atla'a (vb. 4) - to make manifest to anyone, cause one to understand. ittala'a for itta'ala'a (vb. 8) - to mount up, penetrate. attala'a for a'attala'a - has he penetrated (here the hamzah of union waslah being omitted after the interrogative hamzah).","","baktı","rising"
687,"جبي","jby","Root","He collected (e.g. water/tax). A mode/manner of collecting. He chose it/selected it for himself. He returned/receded/retreated/went back. Collecting in a way of choice/selection (i.e. God blessing Solomon more than others etc.) He forged/produced/invented it. Water collected. A watering trough in which water is collected. The place where a well is dug. What is around a well/watering trough. Dug wells in which shoots of grape-vines are set. A collector of water for camels. Locust (it collects everything by eating it), A company of men.","","seçer","chooses"
688,"بخل","bxl","Root","becoming or being stingy, miserly, niggardly or avaricious, withholding.","","cimriliği","withhold"
689,"زبر","zbr","Root","case the well, wall internally, construction of one part above another, check/restrain/forbade, prevented/hindered/wiThald, write well/skillfully/firmly, read/recite, become large/courageous/brave (man), came forth, stones, understanding/restraint/intellect, a thing written, psalms, Book of David, books of Moses/David/Muhammad together, piece of iron, anvil, upper part of the back, strong/bulky, black mud.","","Zebur'u","Zaboor"
690,"فوز","fwz","Root","to succeed, gain victory, achieve a goal, triumph, get possession, obtain one's desires, escape, salvation, safety, acquire, gain. mafazatun - time/place of safety/refuge/felicity/serenity, of escape.","","başarı","a success"
691,"جنب","jnb","Root","To break or hit or hurt one's side, to lead one by his side, place or put a thing aside, to remove or send a thing far away or far off, estrange or alienate someone, descend and abode/settle as a stranger among people, to be remote/distant/far off/aloof from someone, shun or avoid someone, alienate or estrange oneself from someone, to be under the obligation of performing a total bath or ablution (by reason of sexual intercourse and semenal discharge), to be lateral or adjacent to someone or to a thing, walk by the side of another, to be gentle/compliant/easy to deal with, to be much of.","","uzak","side"
692,"ربط","rbT","Root","to tie/fasten/bind/conform/strengthen, lay (anchor), be firm, stationed on (e.g. the enemy's frontier), keep post, keep/apply yourself preseveringly to something, remain on or at something, army, equip, fortify, brace, be ever ready, make ready for an impact. ribat - body of horse, strungs.","","biz iyice pekiştirmiş","tethered"
693,"حوب","Hwb","Root","To transgress, commit a sin, do what is unlawful, be in an evil condition or state, to slay, pursue a course which leads to sin or crime, to cry or cry out in sorrow and grief, to lament or complain.","","bir günahtır","a sin"
694,"عول","Ewl","Root","to swerve, turn aside, neglect other side, do injustice/wrong, impose hardship, commit oppression or dishonesty, have a large family, provide for one's family, feed poor persons, to feed/nourish/sustain a family/household. a'ilan - having a large family. a'ilatun/a'ilatan - family, poverty, want.","","haksızlık etmemeniz için","you oppress"
695,"نحل","nHl","Root","to make a gift, dower a woman, make a wedding gift, free gift. nihlatun - unasked, willingly, cheerfully and as agreed gift, without demand and without expecting a return for it. It is distinguishable from hibah (free gift), as every hibah is a nihlah but not every nihlah is a hibah.","","bal arısına","the bee"
696,"هنا","hnA","Root","to anoint a camel with pitch, be wholesome, make the food, wholesome, easy to digest, do good, promote health. hani'un - take it and make use of it, make use of your advantage and profit.","","afiyetle","(in) satisfaction"
697,"بدر","bdr","Root","become full/grown/round/large (e.g. full moon), attained maturity, hastened/strove to be first, thing/event came/happened to him speedily, a place in which wheat/grain is trodden out.","","ve tez elden","and hastily"
698,"قسم","qsm","Root","to divide, dispose, separate, apportion, distribute. qasamun - oath. qismatun - partition, division, dividing, apportionment. maqsumun - divided/distinct. muqassimun (vb. 2) - one who takes oath, who apportions. qasama (vb. 3) - to swear. aqsama (vb. 4) - to swear. taqasama (vb. 6) - to swear one to another. muqtasimun (vb. 8) - who divides. istaqsama (vb. 10) - to draw lots. tastaqsimu - you seek division.","","bir yemin","swore"
699,"سدد","sdd","Root","","","doğru","right"
700,"صلي","Sly","Root","to warm at the fire, endure heat, to roast/fry/broil/burn.","","girer","burn him"
701,"سعر","sEr","Root","","","alevli","a Blaze"
702,"سدس","sds","Root","","","altıncıları","a sixth"
703,"دري","dry","Root","To know, know by skill.","","bilmem","know"
704,"عتد","Etd","Root","to be ready, prepared, at hand, provide a thing for the future.","","hazır","ready"
705,"فضو","fDw","Root","","","geçmiş(içli dışlı olmuş)ken","has gone"
706,"مقت","mqt","Root","To hate a person, to be hateful, to be an object of hatred, odious.","","gazabı","hatred"
707,"عمم","Emm","Root","uncle on the fathers side, paternal uncle/aunt, become common/general/universal/comprehensive, include the whole/bulk/mass within the compass of its relation/effects/influence, become long/tall, a company/tribe of men/numerous company.","","amcanın","(of) your paternal aunts"
708,"خول","xwl","Root","To manage/govern/sustain/tend to one's dependants, to be in possession (owner) of a property or other thing (such as slaves or servants or dependants), having many maternal uncles, perceive or discover, pay frequent attention to or return to time after time, lend a thing to someone, be a keeper or guardian of a thing, a sign or mark or token of good, bestow a gift or confer upon someone, to be or do or produce what is good.","","dayının","He bestows on him"
709,"صلب","Slb","Root","to put to death by crucifixion, extract marrow from bones. salb - a well known way of killing, crucifying. salabahuu - he put him to death in a certain well known manner, he crucified. aslaab (pl. of sulbun) - backbones, loins. masluub - crucified. saliibun - put to death in a certain well known manner.","","bel","your loins"
710,"حصن","HSn","Root","To be guarded, be inaccessible/unapproachable, be chaste, be strongly fortified, difficult to access, be preserved, be protected (against attack), abstain from what is not lawful nor decorous, preserve or guard a thing in places inaccessible/unapproachable, make or render a thing inaccessible or unapproachable or difficult to access, make/render a thing unattainable by reason of its height, to fortify oneself.","","evli","guarded"
711,"سفح","sfH","Root","","","akıtılmış","being lewd"
712,"طول","Twl","Root","to be long, continue for a long time, be lasting, be protracted. taulu - plenty of wealth, sufficiency of personal social and material means, power. tuulun - height. tawiilun - long. tatawala - to spread, be lengthened/prolonged.","","boyca","long"
713,"فتي","fty","Root","to be young, full-grown, brave, generous, manly qualities, bold, courageous, fine fellow, gallant, young comrade, young slave, servant.","","uşağına","youths"
714,"خدن","xdn","Root","To befriend, keep company, associate in secrecy or privacy, to converse/talk with.","","dost","secret lovers"
715,"ميل","myl","Root","To incline or lean, bend/propend/tend, decline/deviate/deflect, conform with/assist/aid a person, to express love towards a person, to wrong someone, be inimical to a person, waver or vacillate between two things.","","baskın","incline"
716,"كرم","krm","Root","To be productive, generous, precious, valuable, honourable, noble, All-Generous, Most Generous","","bol","noble"
717,"وفق","wfq","Root","to reconcile, to find suitable/fit/useful.","","bulur","appropriate"
718,"جور","jwr","Root","To decline or deviate, act wrongfully or unjustly, to live near or close (to another), to protect, save or rescue, grant refuge.","","eğrisi de","protects"
719,"فخر","fxr","Root","self-glorification/magnification, boast, to disdain/scorn, proud/haughty, long/tall/great, excellent quality, baked pottery/clay, earthen vessel.","","böbürlenen","boaster"
720,"قرن","qrn","Root","to join one thing with another, couple. qarnin/qarnan - generation, century. qarn (dual qarnani, oblique qaraini, plu. qurun) - horn, trumpet. Often used to symbolise strength/power/glory. qarunun (pl. qurana) - mate, comrade, intimate companion. muqarranin - bound together. muqrinina - capable of subduing. muqtarinin - those formed in serried ranks, accompanying ones.","","yakın","bound"
721,"ثقل","vql","Root","to be heavy/weighty, slow/dull/sluggish, difficult/hard/grievous. thaqalaan (dual of thaqalan) - two big and weighty things, two armies. athqaal (pl. of thiql) - burden. thaqiil (pl. thiqaal) - heavy. mithqaal - weight, weight of a balance. tathaaqal - to be dull/sluggish. thaqala - to grow heavy, oppress, weigh down. mathqalatun - burdened, heavily laden, any cause of depriving a mother of her child. iththaqala (for tathaaqala) - to be born down heavily, incline heavily downwards.","","ağır","heavy"
722,"سكر","skr","Root","","","sarhoş","intoxicant"
723,"غسل","gsl","Root","wash, purify, removing of dirt or filth, cleanse; covered much or often; water with which one washes himself; a certain plant growing in places that exude water and produce salt, place for washing, spring.","","irin-","then wash"
724,"غوط","gwT","Root","enter/sank into a thing, become hidden/descended/sloped in the ground, dug/excavated/hollowed out, make deep, cavity/pit, Lane gives the example of 4:43 & 5:6 to mean ""place in which one satisfies a want of nature"" (i.e. toilet), human excrement.","","tuvalet-","the toilet"
725,"لمس","lms","Root","To touch, feel with the hand, to stretch towards, seek, inquire after, have intercourse.","","dokunduk","and seek"
726,"مسح","msH","Root","","","sürün","and wipe"
727,"طعن","TEn","Root","to thrust, defame/discredit, to speak ill of someone, traducing, assail, revile, scoff, pierce, spear, wound, calumniate.","","ve taşlayarak","and defame"
728,"طمس","Tms","Root","to be effaced, disappear, go far away, destroy, be corrupted, wipe out, obliterate, alter, put out, lose brightness, be remote, blot out the trace of.","","yok et","Destroy"
729,"فتل","ftl","Root","to twist (a rope or thread). fatilan - a thing of no value, small skin in the cleft of a date stone, whit, wick, dirt of the skin rolled between the fingers, in the least, pellicle of a date stone.","","en ufak","(even as much as) a hair on a date-seed"
730,"جبت","jbt","Root","The idol/idols. The name of a certain idol. That which is worshipped instead of God whatever it may be. He/that wherein is no good. The diviner/enchanter/devil/satan. From the devil.","","cibt'e","in the superstition"
731,"نقر","nqr","Root","to strike, revile, engrave, play (lute), hallow out, sound, blow (bugle), pierce.","","üflendiği","is blown"
732,"نضج","nDj","Root","to be thoroughly burnt.","","piştikçe","are roasted"
733,"جلد","jld","Root","To hit/hurt/beat the skin, to strike, flog with a whip, fall down, to compel, to be hardy/strong/sturdy, to be enduring or patient, to contend with someone, constrain/compel/necessitate.","","vurun","skins"
734,"زعم","zEm","Root","to assert/claim/allege, the conveyor, to convey, to promise, assertion, responsible/answerable/amenable, to make covet or eagerly desire.","","kefilim","claim"
735,"حلف","Hlf","Root","To swear, make an oath. To confederate, make a compact or agreement, to cleave/cling/keep/hold fast to a thing, establish a brotherhood.","","yemin ederler","swearing"
736,"حرج","Hrj","Root","To be contracted (heart), oppressed, become narrow/close/strait, disquieted in reason, to be collected together, be disquieted and contracted in the bosom, to doubt or be in doubt, commit a sin or crime or act of disobedience, unable to move by reason of fear and rage, be attended with straitness and difficulty, be forbidden or prohibited, cause someone to fall into a strait or difficulty, put away or cast away sin or crime from oneself, shun or avoid or keep aloof from sin or crime.","","güçlük","any blame"
737,"رفق","rfq","Root","to be useful, do service, tie by the shoulders, be gentle to, be in company, help, be compassionate. rafiq - companion, friend, comrade, colleague, gentle. mirfaq - elbow, pillow, easy arrangement, thing by which one gains benefit/advantage or profits. murtafaq - resting place, pillow.","","ağırlanma","(in) ease"
738,"نفر","nfr","Root","to run away from fight, go forth from any business (as from war), march, grow wild, restive.","","kaçan","a group"
739,"ثبي","vby","Root","to collect/congregate/gather, put together, complete. thubaat (acc. pl. of thubatun, which is the f. of thuban/thubayun) - in separate companies, groups, detachments, parties. To praise/honour/magnify/mention (e.g. a collection of good points). Many nouns in the f. sing. as here lose their third radical when it is ha/waw/ya.","","bölük bölük","(in) groups"
740,"بطا","bTA","Root","become slow/tardy/dilatory/late/backward, sluggish, delayed.","","pek ağır davranır","lags behind"
741,"درك","drk","Root","To overtake, follow up, drop closely.","","görür","grasp Him"
742,"برج","brj","Root","","","kaleler","towers"
743,"شيد","$yd","Root","to plaster or coat (a wall), raise (a building), lofty, fortify, an erected building, a plastered wall/building.","","sağlam","lofty"
744,"فقه","fqh","Root","to be learned, skilled in divine law, endowed with penetration, understand a thing.","","anlamaz","understand"
745,"ذيع","pyE","Root","to broadcast/publish/divulge, to noise abroad, to spread/reveal/manifest, become known.","","yayarlar","they spread"
746,"نبط","nbT","Root","to gush or flow out, draw water, reach water by digging well. anbata - to bring a thing to light, deduce a thing. istanbata - to find out, elicit, elucidate. nabatun - internal state of a person.","","işin içyüzünü araştıran(lar)","draw correct conclusion (from) it"
747,"حرض","HrD","Root","To become emaciated, be disordered, be profligate, become sick or diseased, be weary, become fatigued at the point of death, be dissolved by excessive grief or love, constantly affected by grief so as to be at the point of death, suffer protracted disquietude of mind and disease, be unable to rise from or quit the place, become low or sordid or bad, be neglected or forsaken, possess no good, to excite/urge/instigate someone, rouse someone to ardour or to fight, contend with another in shuffling or playing with gaming-arrows, apply oneself constantly or perseveringly to work, corrupt or vitiate or destroy oneself or one's own soul.","","hasta","Urge"
748,"قوت","qwt","Root","to nourish/feed, nourishments/sustenances/provisions. muqitan - protector/controller/observer, controller of distribution, powerful keeper, who watches.","","gıdalarını","a Keeper"
749,"ركس","rks","Root","to invert, revert. arkasa (vb. 4) - to overturn, upset, overthrow, return, revert, throw back into a former state.","","başaşağı atılırlar","cast them back"
750,"ودي","wdy","Root","to pay the blood money, pay a fine as expiation for human life, compensate for murder.","","vadide","valley"
751,"عمد","Emd","Root","to intend, support, place columns or pillars, place lofty structure, prop up, resolve, aim, direct, propose, commit (a sin intentionally), lofty structure, tent, pole, base, chief.","","kasden","columns"
752,"غنم","gnm","Root","obtained, got, took (usually in reference to spoils or booties); acquisition without difficulties, succeed without trouble, regaining, sheep or goats collected together, numerous flock.","","davarım","sheep"
753,"رغم","rgm","Root","to dislike, compel anyone to act reluctantly. ragham - earth, dust.. rughamatun - thing sought. muraghamun - place of refuge or escape, a place to which one shifts/removes or becomes transferred: or a way by which one goes or goes away, wide way to follow, stronghold, frequented place, fortress, fortified place, earth full of shelters.","","gidecek","place(s) of refuge"
754,"وقع","wqE","Root","to fall down, befall, come to pass, be conformed, happen, take place, ascertain.","","düşer","fell"
755,"سلح","slH","Root","","","silahlarınız-","your arms"
756,"مطر","mTr","Root","sky, rain, shower, went quickly or hastened.","","yağmur","rain"
757,"رمي","rmy","Root","to throw, cast, hit by throwing, blame, cast on, charge.","","attı","threw"
758,"مرد","mrd","Root","To seep or soak bread (or corn) in water, to crumble or soften, rub a thing in water, make a thing soft, to polish a thing, to be beardless or without facial hair (youth or young man), exalt oneself, to be insolent and audacious/bold, excessively proud or corrupt, extravagant in acts of wrongdoing and disobedience, to be accustomed/habituated/inured to a thing, care not for a thing, be destitute of good, to strip or peel a thing, lofty or high, to be brisk/lively/sprightly.","","asi","rebellious"
759,"بتك","btk","Root","to sever/cut (off), plucked it out, part/portion/piece severed, very sharp, cutting much/keenly.","","yaracaklar","so they will surely cut off"
760,"حيص","HyS","Root","To escape, deviate, turn away from, shun, retire or go back from something, act towards a person with artifice or guile, to vie/compete with someone, strive to overcome someone.","","kaçacak yer","any escape"
761,"شحح","$HH","Root","to be avaricious, niggardly, stingy, greedy. shuhhun - avarice, selfishness, greed, niggardliness, covetousness.","","cimriliğe","Miserly"
762,"علق","Elq","Root","to adhere to, hang, love, leech, have an attachment, cling, hold fast, pertain, catch, concern, become attached by love, suspend, fasten a thing, cleave, clot of blood, germ-cell, fertilised female ovum. alqun/ilqun - precious thing. alaqatun - true love, attachment. ilaqatun - love, affection.","","alak-","a clinging substance"
763,"خوض","xwD","Root","To wade/walk/pass through/enter, to bring one thing to another, to penetrate or force one's way to or through a thing, plunge into a thing, follow erring, enter into false/vain discourse or speech, mix and stir about (beverage or wine), act wrongly or in an improper manner concerning an affair.","","dalanlar","conversing"
764,"حوذ","Hwp","Root","To drive fast, keep with care, gain mastery over, get the better of, prevail over, overcome, gain an advantage, to drive quickly or violently or roughly, to collect, gain possession of a thing, drive or incline someone after gaining mastery over him, to guard/keep/keep safely/protect/take care of/mind a person or thing, to be observant or regardful of a thing, to do an affair or thing soundly or firmly or thoroughly or very well, to go or journey a hard or vehement pace, make an arrow light by scraping and paring it.","","kuşatmıştır","Has overcome"
765,"كسل","ksl","Root","To be lazy, idle, slothful, sluggish, listless, languish.","","üşene üşene","lazily"
766,"ذبذب","pbpb","Root","wavering, moving to and fro.","","yalpalayıp dururlar","Wavering"
767,"سفل","sfl","Root","","","alçak","below"
768,"طبع","TbE","Root","to seal/imprint/print/stamp/impress/brand/fashion, make to be dirty, rusted, covering over a thing and securing oneself from a thing entering it, adaptation/disposition to a thing, become sluggish/lazy/indolent, to disgrace/dishonour, to have no penetrative energy, i.e. no sharpness of mind like the sword covered with much rust, load well/heavily, tabba'a - to impress strongly.","","mühürler","We seal"
769,"شكك","$kk","Root","to doubt.","","şüphe","doubt"
770,"طرق","Trq","Root","to come by night, beat something, knock, strike, tariq - one who comes or appears by night, morning star that comes at the end of the night, night-visitant, star, tariqan - way/path, line of conduct, behaviour.","","yola","paths"
771,"غلو","glw","Root","to exceed the proper limit, excessive, exorbitant, luxuriant, grow tall, utmost extent of a shot or throw, behaving with forced hardness or rigor","","taşkınlık etmeyin","exceed"
772,"نكف","nkf","Root","to refuse/reject, abstain from, disdain, feel too proud.","","çekinmez","disdains"
773,"بهم","bhm","Root","animals that pasture/graze, lamb/goat/sheep, animals of the bovine kind, stay/remain in a place, not to quit, continue to look at a thing without being relieved by doing so, silent/confounded/perplexed to a thing, not to fight or engage in conflict, a thing dubious/vague/confused, closed/locked door, courageous man, beasts/brutes.","","yürüyen","(the) beast"
774,"صيد","Syd","Root","to hunt/chase/fish. saidun - hunting, shooting, fishing, fish or game caught, pray.","","av","game"
775,"قلد","qld","Root","twisted/wound/wreathed a thing, rope, necklace, garland, collar, bracelet, to hang up (e.g. sword on belt), piece of skin, sandal.","","anahtarları","(the) keys"
776,"جرم","jrm","Root","To cut or cut off a thing, gain/acquire/earn a thing, to drive or incite one to do crime, to commit a crime/sin/offence/fault, commit an act of disobedience, to be clear, to complete a thing, to end a thing or bring a thing to it's end [upon completion].","","şüphe","doubt"
777,"شنا","$nA","Root","to hate/loathe, shanaanan - hatred, insult, adversity, enmity, hostility, malice, abhorring. shaaniun - insulter, enemy, foe, adversary, antagonist. shaan'ka - your enemy.","","sana buğzeden","hatred"
778,"خنق","xnq","Root","To throttle/strangle/choke (a person or thing), to straiten, nearly cover or nearly attain a thing, fill/fill up a thing, squeeze or compress upon one's throat, take or seize by the throat, constrain or distress.","","ve boğulmuş","and that which is strangled (to death)"
779,"وقذ","wqp","Root","to beat to death, beat severely, strike violently, be killed by a blow.","","ve vurulmuş","and that which is hit fatally"
780,"ردي","rdy","Root","to perish, fall down, he tumbled down into a deep hollow or cavity or pit, break, knock, exceed a thing, to beat in order to break, blandish, destroy, he went away. arda (vb. 4) - to bring to destruction/ruin. tradda - to fall. mutarddiyatun - that which falls, which is slain by a fall.","","çukura düştüğü","he falls"
781,"نطح","nTH","Root","to butt or strike with the horns, gore to death. natiihatu - that which has been forced to death by the horns of an animal","","ve boynuzlanmış","and that which is gored by horns"
782,"ذكو","pkw","Root","","","sizin kestikleriniz","you slaughtered"
783,"زلم","zlm","Root","to cut off anything projecting or prominent, make little in quantity/amount, to fill, make an arrow, an arrow without head or feathers, divining arrow.","","fal oklariyle","by divining arrows"
784,"ياس","yAs","Root","to despair, desperate, to give up hope, to know, be acquainted with, realise. It is a synonym of qanata (Qaf-Nun-Tay) to cut of the hope.","","ümitsiz","know"
785,"خمص","xmS","Root","Hungry, hollow/empty in the belly, shrink or draw away from.","","açlıktan","hunger"
786,"جرح","jrH","Root","To wound someone, cut someone, revile or vilify someone, impute to someone a vice or fault, speak against someone, to censor and reject someone's testimony, to gain/acquire/earn, to get or obtain, to commit.","","işleyen","commit"
787,"كلب","klb","Root","To bark (for days).","","avcı","their dog"
788,"كعب","kEb","Root","jointed-stem, fold, went away, joint/juncture/division of bones (more commonly the ankle bone), tarsus (in animals), swift, eminence/nobility/glory, anything elevated, square/cubic house/chamber, square-form, to hasten, to go away paying no regard to anything","","Ka'be'ye","the Kabah"
789,"نقب","nqb","Root","to pierce (a wall), bore (a hole), go through (a country), be a chief, journey, pass or wander through.","","başkan","leaders"
790,"عزر","Ezr","Root","to prevent, turn away, reprehend, support, assist. Uzayr/Uzair (Ezra) - he lived in the 5th century B.C. and was considered to be the son of God by elements of the Jewish people.","","O'nu destekleyesiniz","and honor him"
791,"غرو","grw","Root","to stir up, give rise, rouse, kindle, estrange, incite desire, tempt/seduce/allure, excite, glued, made adhere with, stick/attached, fond, wondered; a certain red dye.","","bu yüzden saldık","So We aroused"
792,"صنع","SnE","Root","to make/do/create/build, work a thing, nourish, bring up. sun'un - an act, that which is done. masna'un (pl. masani) - cistern, palace, citadel, fine building, fortress. san'atun - making, art of making.","","yap","do"
793,"فتر","ftr","Root","to flag, abate, diminish, feel weak, desist, become weak after vigour, be quiet. fatratun - cessation, internal of time.","","ara vermezler","they slacken"
794,"جبر","jbr","Root","To reduce from a fractured state, or restore from a state of poverty to sufficiency. Set or reduced from a fractured state. ""A poor man being likened to one who has a broken bone and his restoration to wealth being likened to the setting of the bone."" Compell, constrain, incite, urge, or induce another [against his will]. Addition of something for the purpose of reparation [in computation]. Self-magnification, pride, haughtiness, insolence, bold, audacious, inordinate, tyrannical, overbearing, extravagent. A king. ""There has been no prophetic office but a kingly office has succeeded in its place through someone's self-magnification, pride, haughtiness, or insolence."" Slave, servant. No retaliation or expiatory mulct exacted [for a thing/person]. Tall, above the reach of the hand, ascend [the palm tree that grows tall for the cutting of its fruit], and retaining excellence.","","zorba","tyrant"
795,"تيه","tyh","Root","to wander about distractingly, wander bewildered, deviate, go astray, be perplexed, miss the right way, lost, neglect, become confounded/disordered and confused intellect or mind, magnify oneself, behave proudly or insolently.","","şaşkın şaşkın dolaşacaklar","they will wander"
796,"اسو","Asw","Root","to imitate any one. uswah - model, imitation, relief, consolation, pattern, example worthy of imitation.","","acırım","grieve"
797,"بحث","bHv","Root","Digging, scraping, searching in the earth or dust","","eşeleyen","it (was) scratching"
798,"عجز","Ejz","Root","to become behind, lack, become in the rear, lag behind (strength), become incapable, powerless, be weak. ujuzun - old women. a'jaza (vb. 4) to weaken, frustrate, find one to be weak. mu'ajiz - one who baffles. ajzun (pl. a'jazun) - portion of the trunk that is below its upper part.","","kütükleri","escape"
799,"ندم","ndm","Root","to regret as repentance and penitence as a result of a sinful act.","","pişman","regretful"
800,"نفي","nfy","Root","to drive away, expel, ban, cast out, remove.","","sürülmeleridir","they be exiled"
801,"وسل","wsl","Root","to seek the favour, seek the means of nearness/approach/access, honourable, rank, degree, affinity, tie, nearness, come closer.","","yol","the means"
802,"سرق","srq","Root","","","hırsız","stole"
803,"سحت","sHt","Root","","","haram","the forbidden"
804,"حبر","Hbr","Root","To make beautiful, delight, be joyful, cheer anyone. Habbara: To put ink - To beautify a thing, adorn or embellish a thing, make plain, effect someone with a happiness or joy or gladness, treat a person with honour, to be marked or scarred (the skin after beating), par a thing well.","","hahamlar-","delighted"
805,"انف","Anf","Root","Strike/hit/hurt one's nose, reach one's nose, trod or pasture herbage (camels), turn up one's nose at something, disdain or scorn something, abstain from or refuse to do something (by reason of disdain and pride), loath/dislike/regard something with disgust, sharpen the extremity of something (such as a spear-head or an arrow-head), induce someone to feel scorn/disdain/anger/indignation, haste something (namely an affair), begin or commence, to anticipate something, take the first of something (also to be the first in a thing or affair), most vehement, be head of (Lord or Chief) a people, (with damma, K) having a large nose (applied to a man), make even or evenly.","","burun","just now"
806,"اثر","Avr","Root","","","izi-","a trace"
807,"همن","hmn","Root","to put a thing in a purse or girdle. The title of a high priest, head of an organisation, in charge of treasury/soldiers/granary/craftsmen.","","ve kollayıp koruyucu olarak","the Guardian"
808,"شرع","$rE","Root","to be seated upon a road, open a street (door), establish a law, begin, appoint a religion. shurra'un (pl. of shaari'un) - in shoals, upon shoals, breaking the water surface, holding up (their heads), appearing manifestly. shir'atun & shari'atun - law or institution prescribed by God, right way or mode of action, clear highway/course/path.","","akın akın","a law"
809,"نهج","nhj","Root","to trace, follow (a way) or track, make chart, be clear, point out the way, be opened, broaden (road). minhaaj - well defined way (a code in secular matters), manifest, plainly defined, apparent and open road.","","ve bir yol","and a clear way"
810,"لوم","lwm","Root","To blame someone for something, accuse.","","kınanmış","blame me"
811,"حزب","Hzb","Root","To befall and distress, divide, pressed severly/heavily by such a thing, suddenly or unexpectedly straitened or overcome by such a thing, to collect/congregate/assemble people, form people into parties/classes/bodies/divisions, to divide or set portions, to be partisan/member of a party, help or aid someone.","","hizbi","party"
812,"لعب","lEb","Root","played/sported/gamed/jested/joked, passtime (in an unserious thing), engage in idle sport without meaning or purpose, slaver/drivel, stupid/fool.","","oyun","a play"
813,"طفا","TfA","Root","to extinguish / to put out / to quench - (e.g. fire/light).","","söndürmek","to put out"
814,"قصد","qSd","Root","to intend, be moderate, steer a middle course, go or proceed straight away, aim at, intend, repair, purpose, act moderately. qasdun - the right way, middle path, right direction, leading the right path, aim, intention, straight and right road, just. qasidun - easy or moderate (journey). muqtasidun - one who keeps to the right and moderate path, who falls between the two extremes or upper limit and lower limit, of good intentions.","","orta","easy"
815,"افك","Afk","Root","change its manner/state, turn it away/back, change/pervert opinion/judgement, deceive, lie/falsehood/untruth, overturn, seduce.","","yalancı","liar"
816,"قسس","qss","Root","to slander any one, think evil, seek after a thing, pasture cleverly, become a priest, become good herdsman. qissis - savant, Christian, priest, devoted to learning.","","keşişler","(are) priests"
817,"دمع","dmE","Root","To shed tears.","","yaş","the tears"
818,"رجس","rjs","Root","to disgrace and defile, thunder, commit foul deeds, bellow loudly, become hated, something in which there is no good, state of commotion, confuse greatly, make a noise/sound, hinder/prevent, unclean/dirty/filthy, evil, something which is unlawful/forbidden, unbelief/infidelity/doubt.","","pis","(in) evil"
819,"رمح","rmH","Root","to pierce with a lance, spear.","","ve mızraklarınızın","and your spears"
820,"سيب","syb","Root","","","sâibe","a Saibah"
821,"حمي","Hmy","Root","To protect/prohibit/guard/defend against encroachment/attack. A thing prohibited, prohibit a thing. Vehement/angry, it was/became hot (e.g. day, oven), disdain/scorn/indignation/jealousy/anger, to be ashamed, refuse to bear/endure/tolerate wrongful treatment.","","ham","a Hami"
822,"حبس","Hbs","Root","To detain, restrain, hinder, shut up, confine, prevent, hold in custody. To restrict/imprison, to arrest or restrain or withhold or impede, keep close/keep within certain bounds or limits.","","onu alıkoyan","detains it"
823,"عثر","Evr","Root","to obtain knowledge, become acquainted with, light upon.","","buldurduk","We made known"
824,"ميد","myd","Root","To be shaken, moved, agitated, spread, give food. It was/became in a state of motion or commotion. Was/Became agitated: in a state or violent motion or commotion; or violently agitated. Turn/Twist about. Become contorted and convulsed. Quivered, trembled. Confound, perplex, amazed. Inclining from side to side. Confer bestow benefit/s or favor/s.","","sarsar","a table spread"
